scenario_number,scenario,seed,algorithm,step,estimate_valid,estimate_status,angular_error_degrees,normalized_regret,balanced_normalized_regret,zero_regret_rate,maximum_normalized_regret,joint_target_met,candidate_group,candidate_index,incenter_radius,ensemble_spread,legacy_failure_reason,theta_hat_before,theta_hat_after,query,observed_decision,true_decision,true_theta,expert_parameter
1,bridge-6d,0,Pedro algorithm,11,True,valid,26.814559240833766,0.07413719192459839,0.07307056678293528,0.7333333333333333,0.7241253351572277,False,1,72,0.11357540644636673,,,"[0.3123118337415404,0.390878322874783,-3.950330377720564e-09,0.44305333900792676,0.5331665815467949,0.5187606292152881]","[0.31231183374150584,0.3908783228747491,-4.34925443382432e-09,0.4430533390079368,0.5331665815468214,0.5187606292153008]","[0.0,-0.9025541785687834,-0.4305763053722636,0.0,0.0,0.0]","[0,1,0,0,0,0]","[0,1,0,0,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.4622679030382247,0.36000031759978485,0.38638041617445085,0.46548915802907465,0.3952695506620475,0.3667426307676283]"
1,bridge-6d,0,Pedro algorithm,12,True,valid,26.814559235315418,0.07413719192459839,0.07307056678293528,0.7333333333333333,0.7241253351572277,False,1,12,0.11357540644635979,,,"[0.31231183374150584,0.3908783228747491,-4.34925443382432e-09,0.4430533390079368,0.5331665815468214,0.5187606292153008]","[0.31231183374151517,0.3908783228747584,-4.237106409136652e-09,0.44305333900790733,0.5331665815467856,0.5187606292152723]","[0.0,-0.6858011464970941,-0.7277889717928345,0.0,0.0,0.0]","[0,1,0,0,0,0]","[0,1,0,0,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.4791580610577315,0.38446221521304164,0.3612609937931574,0.4502609899589592,0.37877718242804437,0.3819420622993839]"
1,bridge-6d,0,Pedro algorithm,13,True,valid,25.12889876101157,0.07137870654127892,0.06432980336946664,0.7416666666666667,0.7241253351572277,False,0,112,0.10520319553707379,,,"[0.31231183374151517,0.3908783228747584,-4.237106409136652e-09,0.44305333900790733,0.5331665815467856,0.5187606292152723]","[0.39657707453784796,0.4466566431532588,-4.329602439190897e-09,0.4103936628129814,0.4938642078184623,0.48052019024063936]","[-0.8530336638520313,-0.5218558884741838,0.0,0.0,0.0,0.0]","[1,0,0,0,0,0]","[1,0,0,0,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.4536990417868317,0.38973163056425,0.3613370565413488,0.46491069537919577,0.3738451697523884,0.3947148357540116]"
1,bridge-6d,0,Pedro algorithm,14,True,valid,25.12889877262685,0.07137870654127892,0.06432980336946664,0.7416666666666667,0.7241253351572277,False,2,30,0.10520319552665611,,,"[0.39657707453784796,0.4466566431532588,-4.329602439190897e-09,0.4103936628129814,0.4938642078184623,0.48052019024063936]","[0.3965770744984661,0.4466566431089234,-4.551827974308525e-09,0.4103936627723761,0.4938642077695899,0.4805201901930897]","[0.0,0.0,0.0,-0.24253562503633297,-0.9701425001453319,0.0]","[0,0,0,0,1,0]","[0,0,0,0,1,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.46427736800926206,0.333814696140907,0.38365374097178734,0.4771400851068528,0.35358800155880277,0.4160972789756937]"
1,bridge-6d,0,Pedro algorithm,15,True,valid,25.596315695757017,0.07448176085663054,0.07146252530930598,0.7333333333333333,0.7241253351572277,False,3,19,0.09885360351103153,,,"[0.3965770744984661,0.4466566431089234,-4.551827974308525e-09,0.4103936627723761,0.4938642077695899,0.4805201901930897]","[0.3726414648128195,0.4196984557591592,-4.60365832194892e-09,0.4178401005057377,0.5191956293516552,0.49075156053980334]","[0.0,0.0,0.0,0.0,-0.7808688094430304,-0.6246950475544243]","[0,0,0,0,1,0]","[0,0,0,0,1,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.46573191269288805,0.35841048915306606,0.3784463207560658,0.46030643651759967,0.3778459029934191,0.39593502896591204]"
1,bridge-6d,0,Pedro algorithm,16,True,valid,28.86155723429158,0.0648613614092887,0.06442645766211409,0.7666666666666667,0.7241253351572277,False,2,81,0.06546369558344849,,,"[0.3726414648128195,0.4196984557591592,-4.60365832194892e-09,0.4178401005057377,0.5191956293516552,0.49075156053980334]","[0.24677388125313052,0.27793637225973555,-1.980822700914908e-09,0.5866161635604583,0.5458889410020431,0.46876514936690805]","[0.0,0.0,0.0,-0.7387660247839671,-0.6739619875222156,0.0]","[0,0,0,1,0,0]","[0,0,0,1,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.4338463468823625,0.3768368892998759,0.3777422381325708,0.4682991236653422,0.3821152307950361,0.40220142821594607]"
1,bridge-6d,0,Pedro algorithm,17,True,valid,28.861557266619524,0.0648613614092887,0.06442645766211409,0.7666666666666667,0.7241253351572277,False,3,115,0.06546369568492413,,,"[0.24677388125313052,0.27793637225973555,-1.980822700914908e-09,0.5866161635604583,0.5458889410020431,0.46876514936690805]","[0.24677388163565084,0.27793637269057425,-2.6839006391925304e-09,0.5866161644697512,0.5458889418482464,0.4687651500935682]","[0.0,0.0,0.0,0.0,-0.31073885630742243,-0.950495325175645]","[0,0,0,0,0,1]","[0,0,0,0,0,1]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.48846015130017373,0.35563585062771397,0.43037717822144217,0.4496259809941371,0.31978125509101973,0.38115840921293437]"
1,bridge-6d,0,Pedro algorithm,18,True,valid,28.861557276502346,0.0648613614092887,0.06442645766211409,0.7666666666666667,0.7241253351572277,False,1,67,0.06546369568497201,,,"[0.24677388163565084,0.27793637269057425,-2.6839006391925304e-09,0.5866161644697512,0.5458889418482464,0.4687651500935682]","[0.24677388163586228,0.2779363726907705,-2.899052505286051e-09,0.5866161644696022,0.5458889418481911,0.4687651500935884]","[0.0,-0.7986089714937477,-0.6018502393865924,0.0,0.0,0.0]","[0,1,0,0,0,0]","[0,1,0,0,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.45312087316927563,0.3512247173717541,0.3708794895774779,0.4602501992679352,0.3751555807593635,0.4256749002644206]"
1,bridge-6d,0,Pedro algorithm,19,True,valid,28.86155728444285,0.0648613614092887,0.06442645766211409,0.7666666666666667,0.7241253351572277,False,2,73,0.06546369568480978,,,"[0.24677388163586228,0.2779363726907705,-2.899052505286051e-09,0.5866161644696022,0.5458889418481911,0.4687651500935884]","[0.24677388163528582,0.27793637269014065,-3.0711740066879036e-09,0.586616164469782,0.5458889418482814,0.46876515009345265]","[0.0,0.0,0.0,-0.8813448591984105,-0.4724735327661582,0.0]","[0,0,0,1,0,0]","[0,0,0,1,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.43246048677846594,0.357881689235416,0.41196321027922944,0.5070351587051649,0.3359113592007665,0.38113494179685337]"
1,bridge-6d,0,Pedro algorithm,20,True,valid,10.730762041056837,0.02912185742197477,0.028588765102207283,0.8333333333333334,0.3994361452173381,False,4,6,0.0550799908367911,,,"[0.24677388163528582,0.27793637269014065,-3.0711740066879036e-09,0.586616164469782,0.5458889418482814,0.46876515009345265]","[0.3240450573304576,0.4241426734076139,0.3239916376908268,0.4935684217894958,0.4593012600392604,0.3944106714664118]","[0.0,0.0,-0.8835288503845001,-0.4683767399628675,0.0,0.0]","[0,0,1,0,0,0]","[0,0,1,0,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.420720058994146,0.36783635022343003,0.4192152474072475,0.46290629786752885,0.3686997225739043,0.4021540770949029]"
1,bridge-6d,0,Score base model,1,True,valid,89.7326846048393,0.5170529964652001,0.482242690125073,0.3333333333333333,1.0,False,0,78,,1.338819131050664,,"[0.014553245345979543,-0.07487577369116181,0.04792247823371673,0.06781451477057894,0.1439969124520051,0.002672297001956314]","[0.5036295490976824,-0.3524961021361011,0.18040182443655184,-0.002079736629517298,-0.3444120413514444,-0.10965765081077193]","[-0.6543767444389417,-0.756168682462777,0.0,0.0,0.0,0.0]","[1,0,0,0,0,0]","[1,0,0,0,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.45811555944785765,0.33024949870765924,0.36842384780955956,0.48000636555098014,0.39845319992318756,0.3951685813191958]"
1,bridge-6d,0,Score base model,2,True,valid,69.79637398781854,0.2831478039416929,0.25585758989017926,0.6083333333333333,1.0,False,4,90,,1.261544371262135,,"[0.5036295490976824,-0.3524961021361011,0.18040182443655184,-0.002079736629517298,-0.3444120413514444,-0.10965765081077193]","[0.34058657025029265,-0.22504125944996967,-0.3040815871210644,0.6101719423596133,0.03362493838002669,0.038117187395365446]","[0.0,0.0,-0.7571567291791884,-0.6532332565467508,0.0,0.0]","[0,0,0,1,0,0]","[0,0,0,1,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.4714594080088263,0.35876647681523605,0.3999872816635935,0.46492360454092124,0.3593725367940212,0.37910452115455684]"
1,bridge-6d,0,Score base model,3,True,valid,51.35666951519255,0.1361966633102186,0.09448183003753866,0.6583333333333333,0.7676866377042616,False,1,60,,1.0155085681824474,,"[0.34058657025029265,-0.22504125944996967,-0.3040815871210644,0.6101719423596133,0.03362493838002669,0.038117187395365446]","[0.6650949132124224,0.25261243007960243,-0.22887370427507775,0.5555839513302732,0.08588411458321508,-0.035505682009525655]","[0.0,-0.9138115486202573,-0.40613846605344767,0.0,0.0,0.0]","[0,1,0,0,0,0]","[0,1,0,0,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.4397885904505033,0.31729903411458976,0.3624264662966302,0.4989106213962091,0.4075843031726649,0.39939654837335165]"
1,bridge-6d,0,Score base model,4,True,valid,37.091300444395976,0.10831982343977593,0.1095699410553749,0.6666666666666666,0.7241253351572277,False,3,23,,0.7164357967635386,,"[0.6650949132124224,0.25261243007960243,-0.22887370427507775,0.5555839513302732,0.08588411458321508,-0.035505682009525655]","[0.702155206509412,0.326012465093865,-0.2071317945606263,0.608965628109162,0.19541410919859903,0.4392151895386114]","[0.0,0.0,0.0,0.0,-0.24253562503633297,-0.9701425001453319]","[0,0,0,0,0,1]","[0,0,0,0,0,1]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.46356769491119215,0.36566070162595693,0.4135589925390964,0.46367193211218494,0.3746874966814463,0.3535305112902264]"
1,bridge-6d,0,Score base model,5,True,valid,28.18943437690142,0.08286685161664305,0.07382148750659327,0.725,0.6743986751621214,False,1,47,,0.5164655141472743,,"[0.702155206509412,0.326012465093865,-0.2071317945606263,0.608965628109162,0.19541410919859903,0.4392151895386114]","[0.5509111413320973,0.36152966084700355,0.30590384193187514,0.6267530404747921,-0.08839905282231372,0.59555360593448]","[0.0,-0.31073885630742243,-0.950495325175645,0.0,0.0,0.0]","[0,0,1,0,0,0]","[0,0,1,0,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.4609885719706418,0.3515646197042946,0.39854180287859303,0.47760063050558693,0.3456262312275967,0.396858201466213]"
1,bridge-6d,0,Score base model,6,True,valid,32.62565052600279,0.06949764196914694,0.05882946778619888,0.7916666666666666,0.6743986751621214,False,4,17,,0.7745144502749304,,"[0.5509111413320973,0.36152966084700355,0.30590384193187514,0.6267530404747921,-0.08839905282231372,0.59555360593448]","[0.7039280017845184,0.42007937544066837,0.4604948858031135,0.67306619953595,-0.21708433878772568,0.40796590957767565]","[0.0,0.0,-0.9138115486202573,-0.40613846605344767,0.0,0.0]","[0,0,1,0,0,0]","[0,0,1,0,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.4831106920250087,0.3592462136047845,0.3648325708845973,0.4513359303176992,0.3637538003304072,0.4103930594356114]"
1,bridge-6d,0,Score base model,7,True,valid,14.21509245791914,0.019252092519874545,0.019258295432917447,0.8833333333333333,0.37236651784219343,False,3,95,,0.3919379061506278,,"[0.7039280017845184,0.42007937544066837,0.4604948858031135,0.67306619953595,-0.21708433878772568,0.40796590957767565]","[0.7304369914102735,0.4052673423738155,0.30010706018022926,0.44704020395471644,0.5668458895985115,0.47277637369219433]","[0.0,0.0,0.0,0.0,-0.9025541785687834,-0.4305763053722636]","[0,0,0,0,1,0]","[0,0,0,0,1,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.4570798998305252,0.37398546784097214,0.3935811392341089,0.454786522149887,0.34572548101426975,0.4122497215306873]"
1,bridge-6d,0,Score base model,8,True,valid,14.436190154115142,0.03179222771580108,0.04034111819709159,0.875,0.4634091995242342,False,4,36,,0.3026334343598466,,"[0.7304369914102735,0.4052673423738155,0.30010706018022926,0.44704020395471644,0.5668458895985115,0.47277637369219433]","[0.7015626642701253,0.3613437689745178,0.3658665969648992,0.4436604593569314,0.6561362723164065,0.46590940234468053]","[0.0,0.0,-0.8016274750930587,-0.5978238797304167,0.0,0.0]","[0,0,1,0,0,0]","[0,0,1,0,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.4663424114075015,0.36391435375418923,0.38348639074956314,0.47689422281850136,0.3469243160447285,0.39401104774284657]"
1,bridge-6d,0,Score base model,9,True,valid,6.6652495186558145,0.003871775090922927,0.012246958707282945,0.9416666666666667,0.15223742402951976,False,2,66,,0.29692340054608185,,"[0.7015626642701253,0.3613437689745178,0.3658665969648992,0.4436604593569314,0.6561362723164065,0.46590940234468053]","[0.6592495100447024,0.35728871809904483,0.46736741558119466,0.5911646220631714,0.5345589539204816,0.46285794315100814]","[0.0,0.0,0.0,-0.8287238825359523,-0.5596576869073964,0.0]","[0,0,0,1,0,0]","[0,0,0,1,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.4683458885957615,0.36973135536113083,0.41048159751240754,0.4807246046863153,0.3426040092602232,0.3563454207506203]"
1,bridge-6d,0,Score base model,10,True,valid,6.339815366681325,0.003995669353318186,0.004969546571533364,0.9583333333333334,0.22325156890755513,False,1,46,,0.30780127743794927,,"[0.6592495100447024,0.35728871809904483,0.46736741558119466,0.5911646220631714,0.5345589539204816,0.46285794315100814]","[0.6842012035311007,0.47492675125807626,0.48440294276783696,0.5746998506288937,0.5306700103180673,0.4310727978197199]","[0.0,-0.8415158629832569,-0.5402324058657946,0.0,0.0,0.0]","[0,1,0,0,0,0]","[0,1,0,0,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.45387797653970824,0.35872785423831993,0.4025114437483355,0.48893801240049156,0.32798422655936277,0.39580249344279583]"
1,bridge-6d,0,Score base model,11,True,valid,9.27199202916818,0.0021710779932825985,0.002606275146878514,0.9666666666666667,0.15998388862781815,False,2,48,,0.21002750737876968,,"[0.6842012035311007,0.47492675125807626,0.48440294276783696,0.5746998506288937,0.5306700103180673,0.4310727978197199]","[0.8028950022838834,0.4659797468350259,0.48630712709937685,0.661546210905725,0.4227646534417137,0.4512314427709081]","[0.0,0.0,0.0,-0.713808759938232,-0.7003406701280767,0.0]","[0,0,0,1,0,0]","[0,0,0,1,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.4622679030382247,0.36000031759978485,0.38638041617445085,0.46548915802907465,0.3952695506620475,0.3667426307676283]"
1,bridge-6d,0,Score base model,12,True,valid,15.654329324979805,0.010741345137484511,0.00834140341394356,0.925,0.3156756344310957,False,0,105,,0.28362496568163387,,"[0.8028950022838834,0.4659797468350259,0.48630712709937685,0.661546210905725,0.4227646534417137,0.4512314427709081]","[0.764010234752247,0.5567733569058405,0.4476094359974573,0.5434859471655697,0.370717871338182,0.26372672616679727]","[-0.48706831452922056,-0.8733638743282575,0.0,0.0,0.0,0.0]","[0,1,0,0,0,0]","[0,1,0,0,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.4791580610577315,0.38446221521304164,0.3612609937931574,0.4502609899589592,0.37877718242804437,0.3819420622993839]"
1,bridge-6d,0,Score base model,13,True,valid,6.344960975757389,0.0022875279733064933,0.002919693297111498,0.9583333333333334,0.15998388862781815,False,3,94,,0.21653808358052354,,"[0.764010234752247,0.5567733569058405,0.4476094359974573,0.5434859471655697,0.370717871338182,0.26372672616679727]","[0.6927559038805766,0.4941302213794977,0.5004439610797838,0.6484703167934903,0.4015784290735047,0.4558819984133715]","[0.0,0.0,0.0,0.0,-0.48706831452922056,-0.8733638743282575]","[0,0,0,0,0,1]","[0,0,0,0,0,1]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.4536990417868317,0.38973163056425,0.3613370565413488,0.46491069537919577,0.3738451697523884,0.3947148357540116]"
1,bridge-6d,0,Score base model,14,True,valid,4.638478976497605,0.009719812024768832,0.005664441214382392,0.9166666666666666,0.23502354133981118,True,3,41,,0.1599286778633175,,"[0.6927559038805766,0.4941302213794977,0.5004439610797838,0.6484703167934903,0.4015784290735047,0.4558819984133715]","[0.7614730692999483,0.6002350481009454,0.6293958245234228,0.7565942263035084,0.48058641369046773,0.6921451604884848]","[0.0,0.0,0.0,0.0,-0.7610150910932025,-0.6487341760138775]","[0,0,0,0,0,1]","[0,0,0,0,0,1]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.46427736800926206,0.333814696140907,0.38365374097178734,0.4771400851068528,0.35358800155880277,0.4160972789756937]"
1,bridge-6d,0,Score base model,15,True,valid,7.92995339255627,0.017902481798969604,0.022884147477303503,0.9,0.3592225476550577,False,0,65,,0.3190849907384586,,"[0.7614730692999483,0.6002350481009454,0.6293958245234228,0.7565942263035084,0.48058641369046773,0.6921451604884848]","[0.6688393324888554,0.45365753992023783,0.4975289325093213,0.6252395463335023,0.3186659318342913,0.5453550169134086]","[-0.6191545344372867,-0.7852691656277782,0.0,0.0,0.0,0.0]","[1,0,0,0,0,0]","[1,0,0,0,0,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.46573191269288805,0.35841048915306606,0.3784463207560658,0.46030643651759967,0.3778459029934191,0.39593502896591204]"
1,bridge-6d,0,Score base model,16,True,valid,9.772884063403453,0.011023341139549725,0.01137454202422995,0.9083333333333333,0.3482162760574271,False,3,75,,0.17908195366103768,,"[0.6688393324888554,0.45365753992023783,0.4975289325093213,0.6252395463335023,0.3186659318342913,0.5453550169134086]","[0.747138721169334,0.5168823933764466,0.6367642804998912,0.7497732642178487,0.3579138308485914,0.45827632010010566]","[0.0,0.0,0.0,0.0,-0.8634268251293454,-0.5044741000755726]","[0,0,0,0,1,0]","[0,0,0,0,1,0]","[0.45495420639053,0.3530031339628266,0.3873660460480055,0.4749008270321046,0.3676273786507615,0.3970797386164559]","[0.4338463468823625,0.3768368892998759,0.3777422381325708,0.4682991236653422,0.3821152307950361,0.40220142821594607]"
