index,observed_match,observed_distance,surrogate_suboptimality,predicted_value,clean_match,clean_distance,true_regret
0,1.0,0.0,0.0,-1.3476261970991499,1.0,0.0,0.0
1,1.0,0.0,0.0,-2.281301996105445,1.0,0.0,0.0
2,1.0,0.0,0.0,-0.5024658532802198,1.0,0.0,0.0
3,1.0,0.0,0.0,-0.3741438747691766,1.0,0.0,0.0
4,1.0,0.0,0.0,-0.3301977126977684,1.0,0.0,0.0
5,1.0,0.0,0.0,-0.9193138166727278,1.0,0.0,0.0
6,1.0,0.0,0.0,-0.6352705579155647,1.0,0.0,0.0
7,1.0,0.0,0.0,-0.9321615424804087,1.0,0.0,0.0
