index,observed_match,observed_distance,surrogate_suboptimality,predicted_value,clean_match,clean_distance,true_regret
0,0.0,1.0,0.008213899763932622,-0.016360312361921373,0.0,1.0,0.6696006604650532
1,0.0,1.0,0.0067547317051271935,-0.008535575130316365,0.0,1.0,3.9555960782878605
2,1.0,0.0,0.0,-0.015262155147395531,0.0,3.0,2.728640216491287
3,1.0,0.0,0.0,-0.028095309602585692,1.0,0.0,0.0
4,0.0,1.0,0.004470378694564035,-0.0220392071327062,0.0,1.0,0.033635317806731235
5,0.0,1.0,0.010315318340747929,0.013369105230251298,0.0,1.0,0.03942110760891615
6,1.0,0.0,0.0,-0.059412011269770096,1.0,0.0,0.0
7,1.0,0.0,0.0,-0.024698284543918057,0.0,2.0,0.1375185484681487
