step,loss,radius,theta_0,theta_1
1,0.025092355853157812,,-0.05554069496925986,0.051483335931785716
5,0.010786056427772807,,-0.04626347501166077,0.07801832979068647
10,0.00570736292079673,,-0.02916541181598436,0.04585171155769481
15,0.0035755245166559477,,-0.02484824702062734,0.02883540074724348
20,0.003719703171949888,,0.012437185046715107,0.03949068805542411
