step,loss,radius,theta_0,theta_1
1,1.0669046156084208,,-0.18660969871241526,-0.024826957374744885
5,1.066010273043701,,-0.10091772852699077,0.1633473137342199
10,1.0437765235087249,,0.028888058089463833,0.1600100780884998
15,1.0222840092629648,,-0.028383817170337333,0.06620750607153458
20,1.0220688126962858,,-0.031563585296227575,0.07212027253709147
