index,observed_match,observed_distance,surrogate_suboptimality,predicted_value,clean_match,clean_distance,true_regret
0,0.0,1.0,0.02692271260843939,-0.029680599601615093,0.0,1.0,0.6696006604650532
1,0.0,1.0,0.06266137343707333,-0.03983130794286781,0.0,1.0,3.9555960782878605
2,1.0,0.0,0.0,-0.06204248522275658,0.0,3.0,2.728640216491287
3,1.0,0.0,0.0,-0.0599173344026265,1.0,0.0,0.0
4,0.0,1.0,0.010715900807217418,-0.04704890842901369,0.0,1.0,0.033635317806731235
5,0.0,3.0,0.03509451378418283,0.029979322393253786,0.0,3.0,1.7875719168181678
6,1.0,0.0,0.0,-0.1285437708710333,1.0,0.0,0.0
7,1.0,0.0,0.0,-0.047621928634724385,0.0,2.0,0.1375185484681487
